turn,chosen,chosen_power,chosen_prob,best,best_power,ratio,dominated
12,powergem,120.0,0.369,powergem,120.0,1.0,0
6,psyshock,60.0,0.848,moonblast,71.2,1.19,0
14,slackoff,0.0,0.669,futuresight,180.0,,1
31,poisonfang,50.0,0.56,throatchop,60.0,1.2,0
8,shadowball,120.0,0.996,shadowball,120.0,1.0,0
17,hypervoice,90.0,0.63,hypervoice,90.0,1.0,0
32,dazzlinggleam,120.0,0.766,dazzlinggleam,120.0,1.0,0
5,vacuumwave,40.0,0.866,aurasphere,80.0,2.0,1
3,fireblast,220.0,0.44,fireblast,220.0,1.0,0
15,slackoff,0.0,0.71,futuresight,180.0,,1
32,poisonfang,50.0,0.476,throatchop,60.0,1.2,0
1,ironhead,120.0,0.005,closecombat,240.0,2.0,1
9,shadowball,120.0,0.979,shadowball,120.0,1.0,0
6,aurasphere,80.0,0.997,aurasphere,80.0,1.0,0
7,bulkup,0.0,0.555,knockoff,195.0,,1
33,dazzlinggleam,120.0,0.9,dazzlinggleam,120.0,1.0,0
4,fireblast,220.0,0.032,fireblast,220.0,1.0,0
13,fleurcannon,195.0,0.413,fleurcannon,195.0,1.0,0
16,slackoff,0.0,0.784,futuresight,180.0,,1
2,closecombat,360.0,0.977,closecombat,360.0,1.0,0
33,taunt,0.0,0.319,throatchop,60.0,,1
18,hypervoice,90.0,0.885,hypervoice,90.0,1.0,0
8,knockoff,195.0,0.518,knockoff,195.0,1.0,0
7,knockoff,97.5,0.991,bravebird,180.0,1.85,1
34,taunt,0.0,0.463,throatchop,60.0,,1
10,shadowball,60.0,0.414,shadowball,60.0,1.0,0
3,knockoff,130.0,0.759,knockoff,130.0,1.0,0
5,fireblast,82.5,0.998,fireblast,82.5,1.0,0
14,gigadrain,225.0,0.935,gigadrain,225.0,1.0,0
17,supercellslam,75.0,0.117,highhorsepower,190.0,2.53,1
8,suckerpunch,105.0,0.945,bravebird,180.0,1.71,1
9,knockoff,97.5,0.56,drainpunch,112.5,1.15,0
19,freezedry,52.5,0.313,bravebird,360.0,6.86,1
34,swordsdance,0.0,0.461,stoneedge,300.0,,1
6,fireblast,82.5,0.998,fireblast,82.5,1.0,0
15,gigadrain,225.0,0.982,gigadrain,225.0,1.0,0
18,powergem,120.0,0.591,earthquake,200.0,1.67,1
35,poisonfang,50.0,0.429,throatchop,120.0,2.4,1
11,tailglow,0.0,0.972,icebeam,180.0,,1
20,focusblast,120.0,0.336,psyshock,240.0,2.0,1
35,swordsdance,0.0,0.42,stoneedge,300.0,,1
4,suckerpunch,140.0,0.705,outrage,180.0,1.29,0
16,gigadrain,225.0,0.997,gigadrain,225.0,1.0,0
19,powergem,120.0,0.474,earthquake,200.0,1.67,1
9,psychicnoise,112.5,1.0,sludgewave,142.5,1.27,0
10,ivycudgel,300.0,0.994,ivycudgel,300.0,1.0,0
5,suckerpunch,140.0,0.722,outrage,180.0,1.29,0
7,gigadrain,150.0,0.792,gigadrain,150.0,1.0,0
36,raindance,0.0,0.346,dracometeor,195.0,,1
12,judgment,100.0,0.716,judgment,100.0,1.0,0
21,freezedry,52.5,0.543,bravebird,360.0,6.86,1
11,ivycudgel,300.0,1.0,ivycudgel,300.0,1.0,0
10,psychicnoise,112.5,1.0,sludgewave,142.5,1.27,0
36,stickyweb,0.0,0.485,moonblast,142.5,,1
17,earthpower,67.5,0.431,earthpower,67.5,1.0,0
20,overheat,130.0,0.415,highhorsepower,190.0,1.46,0
37,raindance,0.0,0.356,dracometeor,195.0,,1
6,suckerpunch,140.0,0.995,outrage,180.0,1.29,0
8,closecombat,360.0,0.589,closecombat,360.0,1.0,0
11,psychicnoise,112.5,1.0,sludgewave,142.5,1.27,0
37,stickyweb,0.0,0.703,moonblast,142.5,,1
38,raindance,0.0,0.334,dracometeor,195.0,,1
13,earthpower,90.0,0.512,judgment,100.0,1.11,0
12,ivycudgel,150.0,0.996,ivycudgel,150.0,1.0,0
18,playrough,270.0,0.916,playrough,270.0,1.0,0
1,psychic,135.0,0.691,psychic,135.0,1.0,0
38,stickyweb,0.0,0.601,moonblast,142.5,,1
21,supercellslam,75.0,0.514,highhorsepower,95.0,1.27,0
39,raindance,0.0,0.331,dracometeor,195.0,,1
2,psychic,135.0,0.017,psychic,135.0,1.0,0
14,earthpower,90.0,0.66,judgment,100.0,1.11,0
7,fireblast,220.0,1.0,fireblast,220.0,1.0,0
13,ivycudgel,150.0,0.994,ivycudgel,150.0,1.0,0
19,playrough,270.0,1.0,playrough,270.0,1.0,0
12,psychicnoise,112.5,1.0,sludgewave,142.5,1.27,0
9,knockoff,32.5,0.301,closecombat,180.0,5.54,1
22,supercellslam,75.0,0.514,highhorsepower,95.0,1.27,0
40,wavecrash,90.0,0.371,dracometeor,195.0,2.17,1
15,earthpower,90.0,0.746,judgment,100.0,1.11,0
14,knockoff,65.0,0.743,ivycudgel,150.0,2.31,1
1,ficklebeam,120.0,0.487,earthpower,180.0,1.5,0
13,psychicnoise,112.5,1.0,sludgewave,142.5,1.27,0
8,psystrike,150.0,0.97,psystrike,150.0,1.0,0
23,voltswitch,52.5,0.503,highhorsepower,95.0,1.81,1
3,psychic,90.0,0.564,fireblast,220.0,2.44,1
20,magnetrise,0.0,0.577,playrough,67.5,,1
2,earthpower,180.0,0.593,earthpower,180.0,1.0,0
14,psychicnoise,112.5,1.0,sludgewave,142.5,1.27,0
1,dracometeor,390.0,0.001,dracometeor,390.0,1.0,0
10,powergem,240.0,0.354,powergem,240.0,1.0,0
15,flareblitz,180.0,0.991,flareblitz,180.0,1.0,0
16,darkpulse,160.0,0.885,darkpulse,160.0,1.0,0
21,spikes,0.0,0.408,playrough,67.5,,1
9,shadowball,120.0,0.854,earthpower,135.0,1.12,0
1,hurricane,165.0,0.029,hurricane,165.0,1.0,0
16,flareblitz,180.0,0.985,flareblitz,180.0,1.0,0
2,dracometeor,260.0,0.527,dracometeor,260.0,1.0,0
10,shadowball,120.0,0.697,earthpower,135.0,1.12,0
11,knockoff,32.5,0.257,closecombat,180.0,5.54,1
4,earthquake,200.0,0.999,earthquake,200.0,1.0,0
17,darkpulse,160.0,0.794,darkpulse,160.0,1.0,0
3,nastyplot,0.0,0.005,ficklebeam,120.0,,1
1,bugbuzz,270.0,0.983,bugbuzz,270.0,1.0,0
2,hurricane,110.0,0.655,hurricane,110.0,1.0,0
12,shellsmash,0.0,0.231,powergem,240.0,,1
5,earthquake,200.0,0.876,earthquake,200.0,1.0,0
17,flareblitz,90.0,0.968,flareblitz,90.0,1.0,0
11,bodypress,160.0,0.595,bravebird,180.0,1.12,0
3,heavyslam,0.0,0.307,dracometeor,130.0,,1
13,scald,80.0,0.179,closecombat,180.0,2.25,1
2,calmmind,0.0,0.349,aeroblast,150.0,,1
18,flashcannon,120.0,0.981,thunderbolt,135.0,1.12,0
4,raindance,0.0,0.39,hydropump,165.0,,1
1,uturn,280.0,0.876,uturn,280.0,1.0,0
12,bodypress,160.0,0.594,bravebird,180.0,1.12,0
3,psyshock,120.0,0.319,psyshock,120.0,1.0,0
3,calmmind,0.0,0.175,aeroblast,150.0,,1
6,drainpunch,225.0,0.906,drainpunch,225.0,1.0,0
18,psystrike,150.0,0.987,psystrike,150.0,1.0,0
4,closecombat,480.0,1.0,closecombat,480.0,1.0,0
5,raindance,0.0,0.166,hydropump,165.0,,1
4,moonlight,0.0,0.363,psyshock,120.0,,1
14,flareblitz,180.0,0.279,closecombat,180.0,1.0,0
4,aeroblast,100.0,0.881,aeroblast,100.0,1.0,0
2,sludgewave,71.2,0.0,earthpower,180.0,2.53,1
13,uturn,70.0,0.47,bravebird,90.0,1.29,0
7,drainpunch,225.0,0.742,drainpunch,225.0,1.0,0
19,flashcannon,60.0,0.365,thunderbolt,135.0,2.25,1
6,thunderbolt,135.0,0.821,explosion,250.0,1.85,1
5,moonlight,0.0,0.337,psyshock,120.0,,1
5,closecombat,120.0,0.968,closecombat,120.0,1.0,0
3,earthpower,270.0,1.0,earthpower,270.0,1.0,0
1,highhorsepower,190.0,0.057,highhorsepower,190.0,1.0,0
20,thunderbolt,135.0,0.575,thunderbolt,135.0,1.0,0
5,focusblast,240.0,0.747,focusblast,240.0,1.0,0
6,moonlight,0.0,0.317,psyshock,120.0,,1
14,leafstorm,195.0,0.781,leafstorm,195.0,1.0,0
8,gunkshot,120.0,0.562,ragefist,150.0,1.25,0
7,icebeam,90.0,0.276,hydropump,165.0,1.83,1
7,moonlight,0.0,0.274,psyshock,120.0,,1
1,scald,120.0,0.039,scald,120.0,1.0,0
6,dazzlinggleam,120.0,0.951,thunderbolt,135.0,1.12,0
21,flashcannon,120.0,0.998,thunderbolt,135.0,1.12,0
2,thunderbolt,135.0,0.19,hurricane,165.0,1.22,0
4,psychic,270.0,0.958,psychic,270.0,1.0,0
15,synthesis,0.0,0.405,leafstorm,195.0,,1
6,willowisp,0.0,0.496,poltergeist,165.0,,1
8,moonlight,0.0,0.43,psyshock,120.0,,1
3,defog,0.0,0.201,bravebird,180.0,,1
9,thunderbolt,135.0,0.782,thunderbolt,135.0,1.0,0
2,playrough,135.0,0.99,playrough,135.0,1.0,0
8,bravebird,360.0,0.344,bravebird,360.0,1.0,0
9,psyshock,120.0,0.241,psyshock,120.0,1.0,0
5,alluringvoice,80.0,0.369,psychic,135.0,1.69,1
7,dazzlinggleam,120.0,0.999,thunderbolt,135.0,1.12,0
1,liquidation,255.0,0.33,liquidation,255.0,1.0,0
7,sleeppowder,0.0,0.175,sludgebomb,135.0,,1
10,thunderbolt,135.0,0.822,thunderbolt,135.0,1.0,0
3,playrough,135.0,0.988,playrough,135.0,1.0,0
10,thunderbolt,90.0,0.303,psyshock,120.0,1.33,0
4,gunkshot,60.0,0.381,hydropump,165.0,2.75,1
2,liquidation,170.0,1.0,liquidation,170.0,1.0,0
11,thunderbolt,90.0,0.582,psyshock,120.0,1.33,0
4,playrough,135.0,0.97,playrough,135.0,1.0,0
8,surf,270.0,0.999,surf,270.0,1.0,0
6,stoneedge,200.0,0.63,stoneedge,200.0,1.0,0
5,hydropump,165.0,0.124,hydropump,165.0,1.0,0
3,liquidation,170.0,1.0,liquidation,170.0,1.0,0
8,thunderbolt,135.0,0.471,thunderbolt,135.0,1.0,0
1,ivycudgel,300.0,0.249,ivycudgel,300.0,1.0,0
11,thunderbolt,67.5,0.698,thunderbolt,67.5,1.0,0
12,thunderbolt,90.0,0.78,psyshock,120.0,1.33,0
6,fireblast,165.0,0.135,fireblast,165.0,1.0,0
2,playrough,90.0,0.837,ivycudgel,200.0,2.22,1
5,playrough,135.0,0.74,playrough,135.0,1.0,0
4,focusblast,480.0,1.0,focusblast,480.0,1.0,0
9,surf,135.0,0.588,hurricane,165.0,1.22,0
3,ivycudgel,200.0,0.562,ivycudgel,200.0,1.0,0
12,wish,0.0,0.476,foulplay,285.0,,1
11,hypnosis,0.0,0.413,hydropump,165.0,,1
13,recover,0.0,0.269,freezedry,105.0,,1
7,hurricane,165.0,0.232,hurricane,165.0,1.0,0
5,focusblast,480.0,1.0,focusblast,480.0,1.0,0
6,scald,80.0,0.379,scald,80.0,1.0,0
13,wish,0.0,0.458,foulplay,285.0,,1
12,hypnosis,0.0,0.419,hydropump,165.0,,1
14,haze,0.0,0.377,freezedry,105.0,,1
9,rockpolish,0.0,0.278,stoneedge,150.0,,1
10,storedpower,30.0,0.907,storedpower,30.0,1.0,0
4,playrough,180.0,0.906,ivycudgel,200.0,1.11,0
14,toxic,0.0,0.548,foulplay,71.2,,1
13,hypnosis,0.0,0.414,hydropump,165.0,,1
7,protect,0.0,0.385,scald,80.0,,1
15,haze,0.0,0.417,freezedry,105.0,,1
8,darkpulse,60.0,0.296,fireblast,165.0,2.75,1
6,terablast,40.0,0.166,gigadrain,150.0,3.75,1
11,storedpower,30.0,0.317,storedpower,30.0,1.0,0
14,hypnosis,0.0,0.405,hydropump,165.0,,1
8,protect,0.0,0.403,scald,80.0,,1
16,haze,0.0,0.406,freezedry,105.0,,1
10,hurricane,165.0,0.719,hurricane,165.0,1.0,0
9,darkpulse,60.0,0.463,fireblast,165.0,2.75,1
7,airslash,56.2,0.238,shadowball,60.0,1.07,0
5,triattack,120.0,0.994,discharge,160.0,1.33,0
12,cosmicpower,0.0,0.43,storedpower,30.0,,1
15,focusblast,120.0,0.422,psyshock,240.0,2.0,1
15,hypnosis,0.0,0.4,hydropump,165.0,,1
9,protect,0.0,0.648,scald,80.0,,1
11,hurricane,165.0,0.666,hurricane,165.0,1.0,0
16,calmmind,0.0,0.273,psyshock,240.0,,1
10,protect,0.0,0.674,scald,80.0,,1
16,rest,0.0,0.355,hydropump,165.0,,1
17,closecombat,90.0,0.21,flareblitz,120.0,1.33,0
8,drainpunch,450.0,0.966,drainpunch,450.0,1.0,0
10,uturn,70.0,0.347,hurricane,165.0,2.36,1
6,triattack,120.0,1.0,triattack,120.0,1.0,0
13,icebeam,270.0,0.537,icebeam,270.0,1.0,0
13,sleeppowder,0.0,0.367,sludgebomb,67.5,,1
17,hypnosis,0.0,0.516,hydropump,165.0,,1
12,calmmind,0.0,0.406,hurricane,82.5,,1
9,highhorsepower,190.0,0.141,highhorsepower,190.0,1.0,0
18,bravebird,180.0,0.687,bravebird,180.0,1.0,0
14,sleeppowder,0.0,0.386,sludgebomb,67.5,,1
11,stoneedge,150.0,0.537,stoneedge,150.0,1.0,0
18,hypnosis,0.0,0.439,hydropump,165.0,,1
1,uturn,70.0,0.0,closecombat,180.0,2.57,1
19,bravebird,180.0,0.481,bravebird,180.0,1.0,0
11,uturn,70.0,0.284,hurricane,165.0,2.36,1
13,hurricane,82.5,0.664,hurricane,82.5,1.0,0
7,dazzlinggleam,240.0,0.985,dazzlinggleam,240.0,1.0,0
14,icebeam,135.0,0.85,icebeam,135.0,1.0,0
15,sleeppowder,0.0,0.38,sludgebomb,67.5,,1
19,rest,0.0,0.337,hydropump,165.0,,1
12,stoneedge,150.0,0.407,stoneedge,150.0,1.0,0
2,uturn,70.0,0.704,closecombat,120.0,1.71,1
10,knockoff,65.0,0.355,highhorsepower,190.0,2.92,1
14,hurricane,82.5,0.508,hurricane,82.5,1.0,0
20,uturn,35.0,0.311,bravebird,180.0,5.14,1
16,sleeppowder,0.0,0.376,sludgebomb,67.5,,1
20,hydropump,165.0,0.45,hydropump,165.0,1.0,0
13,stoneedge,150.0,0.474,stoneedge,150.0,1.0,0
11,drainpunch,112.5,0.464,highhorsepower,190.0,1.69,1
1,hydropump,330.0,0.823,hydropump,330.0,1.0,0
8,knockoff,65.0,0.454,knockoff,65.0,1.0,0
15,hurricane,82.5,0.848,hurricane,82.5,1.0,0
17,sleeppowder,0.0,0.375,sludgebomb,67.5,,1
3,grassknot,0.0,0.535,hydropump,82.5,,1
14,stoneedge,150.0,0.543,stoneedge,150.0,1.0,0
21,hydropump,165.0,0.451,hydropump,165.0,1.0,0
2,hydropump,330.0,0.737,hydropump,330.0,1.0,0
12,drainpunch,112.5,0.501,highhorsepower,190.0,1.69,1
9,protect,0.0,0.56,knockoff,65.0,,1
16,earthquake,300.0,0.992,earthquake,300.0,1.0,0
18,sleeppowder,0.0,0.426,sludgebomb,67.5,,1
1,earthquake,200.0,0.99,earthquake,200.0,1.0,0
22,hydropump,165.0,0.451,hydropump,165.0,1.0,0
21,bulkup,0.0,0.142,knockoff,65.0,,1
3,hydropump,330.0,0.556,hydropump,330.0,1.0,0
2,earthquake,200.0,0.986,earthquake,200.0,1.0,0
19,sleeppowder,0.0,0.413,sludgebomb,67.5,,1
15,leechseed,0.0,0.563,seedflare,180.0,,1
23,hypnosis,0.0,0.381,hydropump,165.0,,1
22,uturn,70.0,0.289,bravebird,360.0,5.14,1
13,poltergeist,165.0,0.403,poltergeist,165.0,1.0,0
4,hydropump,330.0,0.636,hydropump,330.0,1.0,0
10,hydropump,330.0,0.999,hydropump,330.0,1.0,0
3,earthquake,200.0,0.927,earthquake,200.0,1.0,0
20,sleeppowder,0.0,0.401,sludgebomb,67.5,,1
24,hypnosis,0.0,0.354,hydropump,165.0,,1
23,drainpunch,56.2,0.148,knockoff,65.0,1.16,0
14,poltergeist,165.0,0.338,poltergeist,165.0,1.0,0
18,waterfall,120.0,0.817,wavecrash,180.0,1.5,0
21,sleeppowder,0.0,0.391,sludgebomb,67.5,,1
16,airslash,150.0,0.373,airslash,150.0,1.0,0
4,earthquake,200.0,0.287,earthquake,200.0,1.0,0
5,hypervoice,135.0,0.309,hypervoice,135.0,1.0,0
25,hypnosis,0.0,0.348,hydropump,165.0,,1
15,playrough,90.0,0.39,poltergeist,165.0,1.83,1
19,waterfall,120.0,0.928,wavecrash,180.0,1.5,0
5,earthquake,300.0,0.46,earthquake,300.0,1.0,0
11,icebeam,90.0,0.992,hydropump,165.0,1.83,1
6,moonblast,142.5,0.192,fireblast,220.0,1.54,1
17,airslash,150.0,0.386,airslash,150.0,1.0,0
26,hypnosis,0.0,0.339,hydropump,165.0,,1
24,outrage,180.0,0.208,outrage,180.0,1.0,0
20,waterfall,120.0,0.995,wavecrash,180.0,1.5,0
5,stickyweb,0.0,0.352,liquidation,127.5,,1
12,icebeam,90.0,0.672,hydropump,165.0,1.83,1
1,psychicnoise,225.0,0.0,psychicnoise,225.0,1.0,0
7,hypervoice,135.0,0.36,hypervoice,135.0,1.0,0
16,bodypress,160.0,0.424,playrough,360.0,2.25,1
27,hypnosis,0.0,0.33,hydropump,165.0,,1
6,earthquake,150.0,0.093,earthquake,150.0,1.0,0
6,leechlife,60.0,0.465,liquidation,127.5,2.12,1
13,hydropump,165.0,0.993,hydropump,165.0,1.0,0
21,outrage,180.0,0.745,outrage,180.0,1.0,0
18,encore,0.0,0.221,aquastep,120.0,,1
28,rest,0.0,0.326,hydropump,165.0,,1
25,outrage,180.0,0.382,outrage,180.0,1.0,0
7,earthquake,100.0,0.92,earthquake,100.0,1.0,0
2,calmmind,0.0,0.667,hydropump,165.0,,1
7,stickyweb,0.0,0.329,liquidation,127.5,,1
14,hydropump,165.0,0.991,hydropump,165.0,1.0,0
8,moonblast,142.5,0.335,fireblast,220.0,1.54,1
1,saltcure,120.0,0.248,saltcure,120.0,1.0,0
19,swordsdance,0.0,0.452,highhorsepower,190.0,,1
3,calmmind,0.0,0.393,hydropump,165.0,,1
22,hurricane,165.0,0.945,hurricane,165.0,1.0,0
8,earthquake,100.0,0.927,earthquake,100.0,1.0,0
8,leechlife,60.0,0.487,liquidation,127.5,2.12,1
2,saltcure,80.0,1.0,saltcure,80.0,1.0,0
20,hornleech,56.2,0.324,highhorsepower,190.0,3.38,1
9,moonblast,142.5,0.44,fireblast,220.0,1.54,1
29,heavyslam,0.0,0.39,earthquake,100.0,,1
9,earthquake,100.0,0.926,earthquake,100.0,1.0,0
9,stickyweb,0.0,0.357,liquidation,127.5,,1
1,overheat,390.0,0.003,overheat,390.0,1.0,0
15,payback,75.0,0.53,earthquake,150.0,2.0,1
4,psychocut,210.0,0.587,psychocut,210.0,1.0,0
23,outrage,180.0,0.765,outrage,180.0,1.0,0
3,bodypress,160.0,0.999,bodypress,160.0,1.0,0
21,closecombat,90.0,0.329,aquastep,120.0,1.33,0
16,payback,75.0,0.867,earthquake,150.0,2.0,1
10,revelationdance,90.0,0.361,hurricane,330.0,3.67,1
30,knockoff,65.0,0.345,earthquake,200.0,3.08,1
10,dragondance,0.0,0.778,crabhammer,150.0,,1
10,rockslide,300.0,1.0,rockslide,300.0,1.0,0
1,megahorn,180.0,0.166,megahorn,180.0,1.0,0
17,payback,75.0,0.819,earthquake,150.0,2.0,1
5,bravebird,360.0,0.707,bravebird,360.0,1.0,0
4,leafstorm,195.0,0.998,superpower,240.0,1.23,0
22,swordsdance,0.0,0.287,aquastep,120.0,,1
31,heavyslam,0.0,0.32,earthquake,200.0,,1
11,dragondance,0.0,0.867,crabhammer,150.0,,1
2,knockoff,65.0,0.536,megahorn,120.0,1.85,1
11,revelationdance,90.0,0.339,hurricane,165.0,1.83,1
12,dragondance,0.0,0.877,crabhammer,150.0,,1
11,rockslide,75.0,0.738,ironhead,80.0,1.07,0
3,megahorn,120.0,0.619,megahorn,120.0,1.0,0
6,facade,105.0,0.362,facade,105.0,1.0,0
1,shadowball,60.0,0.777,shadowball,60.0,1.0,0
3,flareblitz,180.0,0.996,flareblitz,180.0,1.0,0
18,spikes,0.0,0.387,earthquake,150.0,,1
5,moonlight,0.0,0.219,focusblast,240.0,,1
12,dragonpulse,85.0,0.365,dragonpulse,85.0,1.0,0
4,knockoff,65.0,0.998,megahorn,120.0,1.85,1
6,roost,0.0,0.316,bravebird,180.0,,1
1,voltswitch,105.0,0.372,thunderbolt,135.0,1.29,0
7,toxic,0.0,0.329,flamethrower,135.0,,1
13,outrage,90.0,0.279,earthquake,200.0,2.22,1
12,knockoff,130.0,1.0,knockoff,130.0,1.0,0
5,knockoff,65.0,0.934,megahorn,120.0,1.85,1
13,waterpulse,45.0,0.362,dragonpulse,85.0,1.89,1
7,roost,0.0,0.332,bravebird,180.0,,1
2,drainingkiss,150.0,0.925,drainingkiss,150.0,1.0,0
4,flareblitz,180.0,0.503,flareblitz,180.0,1.0,0
19,suckerpunch,52.5,0.779,leafstorm,195.0,3.71,1
8,protect,0.0,0.333,flamethrower,135.0,,1
2,voltswitch,105.0,0.88,thunderbolt,135.0,1.29,0
6,megahorn,120.0,0.922,megahorn,120.0,1.0,0
13,knockoff,130.0,0.746,knockoff,130.0,1.0,0
14,waterpulse,45.0,0.4,dragonpulse,85.0,1.89,1
8,roost,0.0,0.469,bravebird,180.0,,1
3,drainingkiss,150.0,0.995,drainingkiss,150.0,1.0,0
9,toxic,0.0,0.319,flamethrower,135.0,,1
7,knockoff,65.0,0.989,megahorn,120.0,1.85,1
14,superpower,480.0,0.272,superpower,480.0,1.0,0
15,waterpulse,45.0,0.44,dragonpulse,85.0,1.89,1
5,hornleech,112.5,0.568,hornleech,112.5,1.0,0
9,uturn,70.0,0.451,bravebird,180.0,2.57,1
10,substitute,0.0,0.29,flamethrower,135.0,,1
3,toxicspikes,0.0,0.542,flowertrick,105.0,,1
1,terablast,80.0,0.198,earthquake,100.0,1.25,0
14,suckerpunch,210.0,0.998,throatchop,240.0,1.14,0
8,knockoff,65.0,0.887,megahorn,120.0,1.85,1
16,waterpulse,45.0,0.513,dragonpulse,85.0,1.89,1
4,storedpower,40.0,0.355,storedpower,40.0,1.0,0
6,hornleech,112.5,0.914,hornleech,112.5,1.0,0
2,hurricane,165.0,0.487,hurricane,165.0,1.0,0
4,toxicspikes,0.0,0.413,flowertrick,70.0,,1
15,superpower,240.0,0.12,superpower,240.0,1.0,0
9,megahorn,120.0,0.899,megahorn,120.0,1.0,0
10,focusblast,60.0,0.262,moongeistbeam,300.0,5.0,1
5,storedpower,40.0,0.947,storedpower,40.0,1.0,0
1,earthquake,300.0,0.009,earthquake,300.0,1.0,0
3,hurricane,165.0,0.156,hurricane,165.0,1.0,0
16,uturn,140.0,0.278,sludgewave,142.5,1.02,0
17,waterpulse,90.0,0.759,uturn,140.0,1.56,1
11,focusblast,60.0,0.352,moongeistbeam,300.0,5.0,1
6,storedpower,40.0,0.613,storedpower,40.0,1.0,0
7,moonblast,95.0,0.431,moonblast,95.0,1.0,0
5,gigadrain,75.0,0.26,terablast,80.0,1.07,0
10,megahorn,120.0,0.993,megahorn,120.0,1.0,0
4,knockoff,97.5,0.211,knockoff,97.5,1.0,0
8,calmmind,0.0,0.67,moonblast,95.0,,1
11,knockoff,32.5,0.999,megahorn,120.0,3.69,1
12,bravebird,180.0,0.251,bravebird,180.0,1.0,0
17,uturn,140.0,0.321,sludgewave,142.5,1.02,0
6,voltswitch,105.0,0.285,thunderbolt,135.0,1.29,0
16,psyblade,240.0,0.998,psyblade,240.0,1.0,0
1,sludgewave,142.5,0.354,sludgewave,142.5,1.0,0
7,calmmind,0.0,0.457,hypervoice,90.0,,1
5,thunderbolt,90.0,0.347,shadowball,240.0,2.67,1
9,calmmind,0.0,0.536,moonblast,95.0,,1
12,knockoff,32.5,1.0,megahorn,120.0,3.69,1
13,dracometeor,195.0,0.347,dracometeor,195.0,1.0,0
2,sludgewave,95.0,1.0,sludgewave,95.0,1.0,0
1,synthesis,0.0,0.987,moonblast,142.5,,1
4,icebeam,360.0,1.0,icebeam,360.0,1.0,0
14,earthpower,90.0,0.141,blueflare,195.0,2.17,1
7,gigadrain,75.0,0.39,terablast,80.0,1.07,0
6,uturn,70.0,0.112,shadowball,240.0,3.43,1
17,leafblade,270.0,0.974,leafblade,270.0,1.0,0
2,synthesis,0.0,0.684,moonblast,142.5,,1
8,curse,0.0,0.411,wavecrash,90.0,,1
13,armorcannon,180.0,0.999,armorcannon,180.0,1.0,0
10,nightslash,70.0,0.419,sacredsword,270.0,3.86,1
15,psyshock,120.0,0.187,dracometeor,195.0,1.62,1
3,sludgewave,95.0,0.78,sludgewave,95.0,1.0,0
8,gigadrain,75.0,0.332,terablast,80.0,1.07,0
7,moonblast,142.5,0.171,moonblast,142.5,1.0,0
5,icebeam,180.0,1.0,icebeam,180.0,1.0,0
9,curse,0.0,0.438,wavecrash,90.0,,1
16,uturn,70.0,0.242,bravebird,180.0,2.57,1
9,gigadrain,75.0,0.24,terablast,80.0,1.07,0
8,terablast,80.0,0.125,earthquake,100.0,1.25,0
18,drainpunch,225.0,1.0,drainpunch,225.0,1.0,0
3,gigadrain,450.0,0.786,gigadrain,450.0,1.0,0
10,curse,0.0,0.376,wavecrash,90.0,,1
4,closecombat,360.0,1.0,closecombat,360.0,1.0,0
11,swordsdance,0.0,0.691,kowtowcleave,127.5,,1
17,blueflare,195.0,0.181,blueflare,195.0,1.0,0
10,drainingkiss,75.0,0.252,terablast,80.0,1.07,0
9,moonblast,142.5,0.198,moonblast,142.5,1.0,0
19,drainpunch,225.0,0.999,drainpunch,225.0,1.0,0
4,ficklebeam,120.0,0.231,ficklebeam,120.0,1.0,0
6,knockoff,195.0,0.347,knockoff,195.0,1.0,0
18,psyshock,120.0,0.137,dracometeor,195.0,1.62,1
12,swordsdance,0.0,0.598,kowtowcleave,127.5,,1
11,drainingkiss,75.0,0.299,terablast,80.0,1.07,0
15,bulletseed,75.0,0.999,headlongrush,180.0,2.4,1
11,swordsdance,0.0,0.361,gunkshot,180.0,,1
5,closecombat,180.0,1.0,closecombat,180.0,1.0,0
19,uturn,70.0,0.219,bravebird,180.0,2.57,1
10,shadowball,240.0,0.169,shadowball,240.0,1.0,0
13,swordsdance,0.0,0.373,kowtowcleave,127.5,,1
12,drainingkiss,75.0,0.346,terablast,80.0,1.07,0
5,knockoff,130.0,0.253,knockoff,130.0,1.0,0
7,moonlight,0.0,0.49,moonblast,95.0,,1
1,lusterpurge,142.5,0.001,lusterpurge,142.5,1.0,0
14,suckerpunch,105.0,0.481,kowtowcleave,127.5,1.21,0
12,swordsdance,0.0,0.488,gunkshot,180.0,,1
6,liquidation,340.0,0.62,closecombat,360.0,1.06,0
8,moonlight,0.0,0.505,moonblast,95.0,,1
16,pyroball,90.0,0.359,pyroball,90.0,1.0,0
6,trailblaze,50.0,0.777,liquidation,127.5,2.55,1
20,bravebird,180.0,0.339,bravebird,180.0,1.0,0
11,tripleaxel,30.0,0.259,knockoff,97.5,3.25,1
13,gigadrain,75.0,0.475,terablast,80.0,1.07,0
13,swordsdance,0.0,0.546,gunkshot,180.0,,1
9,moonlight,0.0,0.536,moonblast,95.0,,1
7,trailblaze,50.0,0.573,liquidation,127.5,2.55,1
21,bravebird,180.0,0.25,bravebird,180.0,1.0,0
15,suckerpunch,105.0,0.705,kowtowcleave,127.5,1.21,0
14,gigadrain,75.0,0.462,terablast,80.0,1.07,0
14,swordsdance,0.0,0.579,gunkshot,180.0,,1
7,knockoff,65.0,0.387,drainpunch,225.0,3.46,1
