turn,chosen,chosen_power,chosen_prob,best,best_power,ratio,dominated
9,storedpower,20.0,0.546,bodypress,120.0,6.0,1
9,drainpunch,150.0,0.964,drainpunch,150.0,1.0,0
1,dazzlinggleam,160.0,0.106,dazzlinggleam,160.0,1.0,0
17,thunderbolt,90.0,0.556,thunderbolt,90.0,1.0,0
23,surf,67.5,0.686,earthquake,150.0,2.22,1
3,bodyslam,127.5,0.842,bodyslam,127.5,1.0,0
15,knockoff,130.0,0.654,earthquake,300.0,2.31,1
18,thunderbolt,90.0,0.532,thunderbolt,90.0,1.0,0
24,surf,67.5,0.679,earthquake,150.0,2.22,1
10,drainpunch,150.0,0.978,drainpunch,150.0,1.0,0
1,outrage,180.0,0.046,earthquake,200.0,1.11,0
10,scaleshot,50.0,0.988,crunch,120.0,2.4,1
19,icebeam,67.5,0.715,thunderbolt,90.0,1.33,0
25,surf,67.5,0.673,earthquake,150.0,2.22,1
13,gunkshot,360.0,0.539,gunkshot,360.0,1.0,0
11,drainpunch,150.0,0.98,drainpunch,150.0,1.0,0
3,sludgewave,142.5,0.921,sludgewave,142.5,1.0,0
2,earthquake,300.0,0.982,earthquake,300.0,1.0,0
4,lusterpurge,142.5,0.096,dracometeor,195.0,1.37,0
20,icebeam,67.5,0.719,thunderbolt,90.0,1.33,0
26,surf,67.5,0.666,earthquake,150.0,2.22,1
12,drainpunch,150.0,0.98,drainpunch,150.0,1.0,0
11,gunkshot,180.0,0.524,gunkshot,180.0,1.0,0
1,dracometeor,195.0,0.026,dracometeor,195.0,1.0,0
21,icebeam,67.5,0.722,thunderbolt,90.0,1.33,0
27,earthquake,150.0,0.898,earthquake,150.0,1.0,0
14,boomburst,210.0,0.798,boomburst,210.0,1.0,0
13,drainpunch,150.0,0.98,drainpunch,150.0,1.0,0
4,bodyslam,127.5,0.881,bodyslam,127.5,1.0,0
2,psychicfangs,127.5,0.192,psychicfangs,127.5,1.0,0
3,dazzlinggleam,80.0,0.216,dazzlinggleam,80.0,1.0,0
6,playrough,135.0,0.623,playrough,135.0,1.0,0
28,earthquake,150.0,0.838,earthquake,150.0,1.0,0
15,boomburst,210.0,0.563,boomburst,210.0,1.0,0
18,nuzzle,60.0,0.973,thunderbolt,270.0,4.5,1
1,hex,97.5,0.019,hex,97.5,1.0,0
4,bloodmoon,105.0,0.477,bloodmoon,105.0,1.0,0
12,iceshard,60.0,0.564,woodhammer,180.0,3.0,1
14,drainpunch,150.0,0.984,drainpunch,150.0,1.0,0
5,curse,0.0,0.302,curse,0.0,,0
19,nuzzle,60.0,0.956,thunderbolt,270.0,4.5,1
3,bodypress,160.0,0.569,bodypress,160.0,1.0,0
2,dragondarts,75.0,0.193,dragondarts,75.0,1.0,0
29,sludgebomb,360.0,0.995,sludgebomb,360.0,1.0,0
13,iceshard,60.0,0.399,woodhammer,180.0,3.0,1
15,drainpunch,150.0,0.984,drainpunch,150.0,1.0,0
16,doubleedge,180.0,0.963,doubleedge,180.0,1.0,0
6,discharge,60.0,0.807,discharge,60.0,1.0,0
3,hypervoice,135.0,0.141,hypervoice,135.0,1.0,0
5,vacuumwave,40.0,0.899,vacuumwave,40.0,1.0,0
30,sludgebomb,360.0,0.994,sludgebomb,360.0,1.0,0
8,dracometeor,195.0,0.788,dracometeor,195.0,1.0,0
1,hydrosteam,120.0,0.045,dracometeor,195.0,1.62,1
16,drainpunch,150.0,0.982,drainpunch,150.0,1.0,0
4,irontail,75.0,0.184,bodypress,80.0,1.07,0
7,discharge,60.0,0.817,discharge,60.0,1.0,0
4,earthquake,150.0,0.518,earthquake,150.0,1.0,0
14,gunkshot,180.0,0.981,gunkshot,180.0,1.0,0
17,drainpunch,150.0,0.977,drainpunch,150.0,1.0,0
5,earthquake,400.0,0.992,earthquake,400.0,1.0,0
6,calmmind,0.0,0.512,dazzlinggleam,80.0,,1
8,discharge,60.0,0.832,discharge,60.0,1.0,0
5,earthquake,150.0,0.52,earthquake,150.0,1.0,0
9,boomburst,210.0,0.484,boomburst,210.0,1.0,0
31,focusblast,60.0,0.578,psychicnoise,112.5,1.88,1
2,grassyglide,330.0,0.576,woodhammer,720.0,2.18,1
15,gunkshot,45.0,0.951,fireblast,55.0,1.22,0
1,gunkshot,360.0,0.187,gunkshot,360.0,1.0,0
32,focusblast,60.0,0.482,psychicnoise,112.5,1.88,1
18,closecombat,180.0,0.899,closecombat,180.0,1.0,0
16,gunkshot,45.0,0.97,fireblast,55.0,1.22,0
7,bravebird,180.0,0.985,bravebird,180.0,1.0,0
6,bravebird,360.0,0.993,bravebird,360.0,1.0,0
2,gunkshot,240.0,0.979,gunkshot,240.0,1.0,0
9,toxicspikes,0.0,0.926,discharge,60.0,,1
6,dragondarts,75.0,0.208,dragondarts,75.0,1.0,0
10,boomburst,210.0,0.452,boomburst,210.0,1.0,0
33,psychicnoise,112.5,0.557,psychicnoise,112.5,1.0,0
4,supercellslam,300.0,0.545,supercellslam,300.0,1.0,0
17,gunkshot,45.0,0.973,fireblast,55.0,1.22,0
1,bodypress,160.0,0.63,bodypress,160.0,1.0,0
34,psychicnoise,112.5,0.697,psychicnoise,112.5,1.0,0
5,supercellslam,300.0,0.618,supercellslam,300.0,1.0,0
8,sludgebomb,135.0,0.902,sludgebomb,135.0,1.0,0
3,knockoff,48.8,0.727,gunkshot,60.0,1.23,0
7,encore,0.0,0.548,thunderbolt,135.0,,1
7,hypervoice,135.0,0.546,hypervoice,135.0,1.0,0
2,bodypress,160.0,0.669,bodypress,160.0,1.0,0
35,psychicnoise,112.5,0.832,psychicnoise,112.5,1.0,0
18,gunkshot,45.0,0.974,fireblast,55.0,1.22,0
10,rest,0.0,0.886,bodyslam,127.5,,1
4,knockoff,48.8,0.795,gunkshot,60.0,1.23,0
8,encore,0.0,0.522,thunderbolt,135.0,,1
3,bodypress,160.0,0.695,bodypress,160.0,1.0,0
6,supercellslam,0.0,0.443,highhorsepower,95.0,,1
9,sludgebomb,135.0,0.962,surf,135.0,1.0,0
19,gunkshot,45.0,0.974,fireblast,55.0,1.22,0
11,rest,0.0,0.858,bodyslam,127.5,,1
9,encore,0.0,0.496,thunderbolt,135.0,,1
4,bodypress,160.0,0.785,bodypress,160.0,1.0,0
8,hypervoice,135.0,0.275,hypervoice,135.0,1.0,0
36,fireblast,220.0,0.963,fireblast,220.0,1.0,0
11,energyball,67.5,0.966,energyball,67.5,1.0,0
5,earthpower,180.0,0.703,earthpower,180.0,1.0,0
20,gunkshot,45.0,0.975,fireblast,55.0,1.22,0
12,rest,0.0,0.902,bodyslam,127.5,,1
9,fusionbolt,200.0,0.552,fusionbolt,200.0,1.0,0
7,grassyglide,330.0,0.624,woodhammer,720.0,2.18,1
10,icebeam,90.0,0.775,scald,120.0,1.33,0
6,earthpower,180.0,0.893,earthpower,180.0,1.0,0
10,flipturn,90.0,0.814,dracometeor,195.0,2.17,1
21,gunkshot,45.0,0.975,fireblast,55.0,1.22,0
5,bodypress,160.0,0.636,bodypress,160.0,1.0,0
37,psychic,67.5,0.448,uturn,140.0,2.07,1
12,psychocut,105.0,0.787,sacredsword,135.0,1.29,0
11,icebeam,90.0,0.601,scald,120.0,1.33,0
10,dragondance,0.0,0.064,fusionbolt,100.0,,1
13,sludgewave,285.0,0.993,sludgewave,285.0,1.0,0
9,darkpulse,240.0,0.938,darkpulse,240.0,1.0,0
22,toxicspikes,0.0,0.622,fireblast,110.0,,1
11,irontail,300.0,0.55,irontail,300.0,1.0,0
6,earthquake,300.0,0.49,earthquake,300.0,1.0,0
7,aurasphere,160.0,0.931,aurasphere,160.0,1.0,0
38,icebeam,90.0,0.744,hydropump,165.0,1.83,1
23,fireblast,110.0,0.696,fireblast,110.0,1.0,0
12,rest,0.0,0.539,irontail,300.0,,1
1,hurricane,330.0,0.405,hurricane,330.0,1.0,0
14,sludgewave,142.5,0.819,shadowball,240.0,1.68,1
11,fusionbolt,100.0,0.242,fusionbolt,100.0,1.0,0
7,earthquake,300.0,0.266,earthquake,300.0,1.0,0
39,icebeam,90.0,0.778,hydropump,165.0,1.83,1
10,knockoff,130.0,0.375,knockoff,130.0,1.0,0
24,fireblast,110.0,0.537,fireblast,110.0,1.0,0
13,irontail,300.0,0.625,irontail,300.0,1.0,0
8,petalblizzard,270.0,0.996,petalblizzard,270.0,1.0,0
40,icebeam,90.0,0.808,hydropump,165.0,1.83,1
2,spikes,0.0,0.752,hurricane,55.0,,1
14,irontail,300.0,0.524,irontail,300.0,1.0,0
9,petalblizzard,135.0,0.534,petalblizzard,135.0,1.0,0
25,toxicspikes,0.0,0.804,fireblast,110.0,,1
8,psyshock,120.0,0.584,psyshock,120.0,1.0,0
15,terablast,80.0,0.92,darkpulse,120.0,1.5,0
12,hex,65.0,0.449,dragondarts,75.0,1.15,0
3,spikes,0.0,0.5,hurricane,55.0,,1
41,icebeam,90.0,0.83,hydropump,165.0,1.83,1
15,rest,0.0,0.577,irontail,300.0,,1
26,toxicspikes,0.0,0.708,fireblast,110.0,,1
16,terablast,80.0,0.919,darkpulse,120.0,1.5,0
13,hex,65.0,0.486,dragondarts,75.0,1.15,0
1,machpunch,60.0,0.007,machpunch,60.0,1.0,0
9,psyshock,60.0,0.584,psyshock,60.0,1.0,0
12,nastyplot,0.0,0.171,thunderbolt,135.0,,1
27,fireblast,110.0,0.654,fireblast,110.0,1.0,0
16,irontail,300.0,0.864,irontail,300.0,1.0,0
10,scald,120.0,0.961,scald,120.0,1.0,0
2,psychic,270.0,0.015,psychic,270.0,1.0,0
10,psyshock,60.0,0.751,psyshock,60.0,1.0,0
42,freezedry,105.0,0.532,freezedry,105.0,1.0,0
4,wavecrash,180.0,0.353,wavecrash,180.0,1.0,0
17,irontail,300.0,0.817,irontail,300.0,1.0,0
28,fireblast,110.0,0.509,fireblast,110.0,1.0,0
17,terablast,80.0,0.518,darkpulse,120.0,1.5,0
11,scald,120.0,0.991,scald,120.0,1.0,0
14,stompingtantrum,150.0,0.743,stompingtantrum,150.0,1.0,0
5,psyshock,120.0,0.684,psyshock,120.0,1.0,0
43,freezedry,105.0,0.548,freezedry,105.0,1.0,0
13,bravebird,180.0,0.864,bravebird,180.0,1.0,0
29,toxicspikes,0.0,0.818,fireblast,110.0,,1
12,scald,120.0,0.957,scald,120.0,1.0,0
18,terablast,80.0,0.6,darkpulse,120.0,1.5,0
3,mysticalfire,150.0,0.952,mysticalfire,150.0,1.0,0
11,icebeam,180.0,0.98,icebeam,180.0,1.0,0
44,freezedry,105.0,0.568,freezedry,105.0,1.0,0
18,flipturn,90.0,0.83,dracometeor,195.0,2.17,1
14,bravebird,180.0,0.84,bravebird,180.0,1.0,0
30,toxicspikes,0.0,0.73,fireblast,110.0,,1
4,mysticalfire,150.0,0.969,mysticalfire,150.0,1.0,0
16,earthpower,270.0,0.964,earthpower,270.0,1.0,0
6,wavecrash,180.0,0.656,wavecrash,180.0,1.0,0
31,fireblast,110.0,0.624,fireblast,110.0,1.0,0
19,psychic,180.0,0.898,psychic,180.0,1.0,0
13,knockoff,195.0,0.995,knockoff,195.0,1.0,0
12,icebeam,360.0,1.0,icebeam,360.0,1.0,0
45,freezedry,105.0,0.984,freezedry,105.0,1.0,0
32,toxicspikes,0.0,0.52,fireblast,110.0,,1
17,shadowball,120.0,0.639,earthpower,135.0,1.12,0
5,ficklebeam,60.0,0.602,ficklebeam,60.0,1.0,0
15,thunderbolt,135.0,0.647,thunderbolt,135.0,1.0,0
7,wavecrash,90.0,0.571,wavecrash,90.0,1.0,0
19,shadowball,120.0,0.442,shadowball,120.0,1.0,0
33,toxicspikes,0.0,0.734,fireblast,110.0,,1
18,shadowball,120.0,0.532,earthpower,135.0,1.12,0
13,uturn,140.0,0.563,highjumpkick,195.0,1.39,0
14,knockoff,97.5,0.841,closecombat,120.0,1.23,0
1,foulplay,190.0,0.092,bravebird,360.0,1.89,1
20,shadowball,120.0,0.601,shadowball,120.0,1.0,0
34,fireblast,110.0,0.624,fireblast,110.0,1.0,0
19,earthpower,135.0,0.629,earthpower,135.0,1.0,0
16,grassknot,0.0,0.997,thunderbolt,0.0,,0
6,ficklebeam,120.0,0.593,ficklebeam,120.0,1.0,0
8,doubleedge,180.0,0.458,doubleedge,180.0,1.0,0
2,foulplay,190.0,0.877,bravebird,360.0,1.89,1
35,toxicspikes,0.0,0.52,fireblast,110.0,,1
15,foulplay,142.5,0.812,foulplay,142.5,1.0,0
7,ficklebeam,120.0,0.671,ficklebeam,120.0,1.0,0
3,foulplay,190.0,0.801,bravebird,360.0,1.89,1
14,closecombat,240.0,0.876,closecombat,240.0,1.0,0
21,dracometeor,390.0,0.994,dracometeor,390.0,1.0,0
36,toxicspikes,0.0,0.734,fireblast,110.0,,1
1,freezedry,52.5,0.066,earthquake,100.0,1.9,1
16,foulplay,142.5,0.836,foulplay,142.5,1.0,0
20,earthpower,135.0,0.987,earthpower,135.0,1.0,0
17,thunderbolt,135.0,0.52,thunderbolt,135.0,1.0,0
10,hypervoice,135.0,0.465,hypervoice,135.0,1.0,0
37,fireblast,110.0,0.62,fireblast,110.0,1.0,0
2,freezedry,35.0,0.431,earthquake,100.0,2.86,1
8,thunderbolt,180.0,0.959,thunderbolt,180.0,1.0,0
18,thunderbolt,135.0,0.571,thunderbolt,135.0,1.0,0
4,poltergeist,330.0,0.974,poltergeist,330.0,1.0,0
15,highjumpkick,390.0,0.954,highjumpkick,390.0,1.0,0
38,toxicspikes,0.0,0.521,fireblast,110.0,,1
17,foulplay,142.5,0.635,foulplay,142.5,1.0,0
19,thunderbolt,135.0,0.624,thunderbolt,135.0,1.0,0
21,flareblitz,180.0,0.97,flareblitz,180.0,1.0,0
11,hypervoice,135.0,0.753,hypervoice,135.0,1.0,0
3,freezedry,140.0,0.712,earthquake,200.0,1.43,0
39,toxicspikes,0.0,0.732,fireblast,110.0,,1
20,thunderbolt,135.0,0.737,thunderbolt,135.0,1.0,0
5,bodypress,160.0,0.986,bodypress,160.0,1.0,0
9,thunderbolt,90.0,0.776,thunderbolt,90.0,1.0,0
4,freezedry,140.0,0.812,earthquake,200.0,1.43,0
40,fireblast,110.0,0.622,fireblast,110.0,1.0,0
1,strangesteam,135.0,0.225,strangesteam,135.0,1.0,0
6,bodypress,160.0,0.989,bodypress,160.0,1.0,0
12,doubleedge,180.0,0.839,doubleedge,180.0,1.0,0
41,toxicspikes,0.0,0.521,fireblast,110.0,,1
2,strangesteam,90.0,0.555,strangesteam,90.0,1.0,0
1,hypervoice,135.0,0.014,hypervoice,135.0,1.0,0
5,freezedry,280.0,1.0,freezedry,280.0,1.0,0
3,strangesteam,90.0,0.585,strangesteam,90.0,1.0,0
2,hypervoice,90.0,0.629,hypervoice,90.0,1.0,0
7,poltergeist,165.0,0.942,poltergeist,165.0,1.0,0
10,shadowball,120.0,0.954,shadowball,120.0,1.0,0
13,powerwhip,180.0,0.805,powerwhip,180.0,1.0,0
4,strangesteam,90.0,0.762,strangesteam,90.0,1.0,0
3,hypervoice,90.0,0.64,hypervoice,90.0,1.0,0
11,shadowball,120.0,0.973,shadowball,120.0,1.0,0
8,poltergeist,165.0,0.954,poltergeist,165.0,1.0,0
6,headbutt,105.0,0.938,headbutt,105.0,1.0,0
14,powerwhip,180.0,0.617,powerwhip,180.0,1.0,0
4,hypervoice,90.0,0.605,hypervoice,90.0,1.0,0
1,uturn,140.0,0.075,uturn,140.0,1.0,0
12,shadowball,120.0,0.978,shadowball,120.0,1.0,0
5,drainpunch,150.0,0.557,poltergeist,165.0,1.1,0
9,hurricane,330.0,0.755,hurricane,330.0,1.0,0
1,tripleaxel,30.0,0.503,tripleaxel,30.0,1.0,0
7,highhorsepower,190.0,0.128,highhorsepower,190.0,1.0,0
2,gunkshot,180.0,0.018,gunkshot,180.0,1.0,0
5,hypervoice,45.0,0.303,hypervoice,45.0,1.0,0
13,shadowball,120.0,0.978,shadowball,120.0,1.0,0
2,tripleaxel,30.0,0.644,tripleaxel,30.0,1.0,0
8,bugbuzz,135.0,0.862,hurricane,165.0,1.22,0
6,poltergeist,165.0,0.858,poltergeist,165.0,1.0,0
3,earthquake,100.0,0.196,gunkshot,120.0,1.2,0
1,sleeptalk,0.0,0.061,bodyslam,127.5,,1
6,gigadrain,56.2,0.86,gigadrain,56.2,1.0,0
11,wildcharge,180.0,0.696,closecombat,180.0,1.0,0
3,tripleaxel,30.0,0.735,tripleaxel,30.0,1.0,0
4,fireblast,220.0,0.292,fireblast,220.0,1.0,0
9,bugbuzz,135.0,0.858,hurricane,165.0,1.22,0
7,poltergeist,165.0,0.965,poltergeist,165.0,1.0,0
14,shadowball,120.0,0.996,shadowball,120.0,1.0,0
2,bodyslam,85.0,0.503,bodyslam,85.0,1.0,0
1,thunderbolt,270.0,0.043,leafstorm,390.0,1.44,0
7,overheat,260.0,0.524,overheat,260.0,1.0,0
12,wildcharge,180.0,0.954,closecombat,180.0,1.0,0
10,bugbuzz,135.0,0.558,hurricane,165.0,1.22,0
4,focusblast,240.0,0.092,focusblast,240.0,1.0,0
8,seismictoss,0.0,0.961,softboiled,0.0,,0
5,sludgebomb,270.0,0.911,sludgebomb,270.0,1.0,0
8,highhorsepower,190.0,0.491,overheat,260.0,1.37,0
3,hydropump,330.0,0.953,hydropump,330.0,1.0,0
15,machpunch,120.0,0.997,machpunch,120.0,1.0,0
9,seismictoss,0.0,0.941,softboiled,0.0,,0
6,dynamaxcannon,150.0,0.62,dynamaxcannon,150.0,1.0,0
1,alluringvoice,120.0,0.121,alluringvoice,120.0,1.0,0
9,highhorsepower,190.0,0.699,overheat,260.0,1.37,0
13,darkpulse,120.0,0.719,hurricane,165.0,1.38,0
11,hornleech,112.5,0.49,hornleech,112.5,1.0,0
5,focusblast,240.0,0.97,focusblast,240.0,1.0,0
2,terablast,80.0,0.536,terablast,80.0,1.0,0
16,rocktomb,60.0,0.371,rocktomb,60.0,1.0,0
5,foulplay,142.5,0.751,poltergeist,165.0,1.16,0
12,hornleech,112.5,0.46,hornleech,112.5,1.0,0
10,bodypress,160.0,0.999,bodypress,160.0,1.0,0
6,focusblast,240.0,0.975,focusblast,240.0,1.0,0
7,wavecrash,180.0,0.224,wavecrash,180.0,1.0,0
10,overheat,260.0,0.954,overheat,260.0,1.0,0
6,foulplay,142.5,0.769,poltergeist,165.0,1.16,0
4,moonblast,71.2,0.043,moonblast,71.2,1.0,0
13,swordsdance,0.0,0.421,hornleech,112.5,,1
3,earthquake,100.0,0.931,bodyslam,127.5,1.27,0
5,psyshock,120.0,0.783,psyshock,120.0,1.0,0
7,focusblast,120.0,0.664,psychoboost,280.0,2.33,1
17,gunkshot,360.0,0.978,gunkshot,360.0,1.0,0
11,fireblast,330.0,0.846,fireblast,330.0,1.0,0
8,wavecrash,180.0,0.659,wavecrash,180.0,1.0,0
4,earthquake,100.0,0.921,bodyslam,127.5,1.27,0
11,dazzlinggleam,240.0,0.853,dazzlinggleam,240.0,1.0,0
15,surf,270.0,0.801,surf,270.0,1.0,0
7,hydropump,330.0,0.966,hydropump,330.0,1.0,0
14,dynamaxcannon,150.0,0.786,dynamaxcannon,150.0,1.0,0
8,focusblast,120.0,0.645,psychoboost,280.0,2.33,1
5,earthquake,100.0,0.896,bodyslam,127.5,1.27,0
12,dazzlinggleam,240.0,0.934,dazzlinggleam,240.0,1.0,0
6,darkpulse,120.0,0.728,darkpulse,120.0,1.0,0
12,knockoff,130.0,0.798,fireblast,165.0,1.27,0
9,uturn,70.0,0.5,dragonpulse,85.0,1.21,0
1,hydropump,330.0,0.333,wavecrash,360.0,1.09,0
15,dynamaxcannon,150.0,0.841,dynamaxcannon,150.0,1.0,0
16,energyball,90.0,0.411,surf,135.0,1.5,0
6,earthquake,100.0,0.84,bodyslam,127.5,1.27,0
7,darkpulse,120.0,0.926,darkpulse,120.0,1.0,0
9,flipturn,90.0,0.92,wavecrash,180.0,2.0,1
13,knockoff,130.0,0.608,fireblast,165.0,1.27,0
2,hydropump,330.0,0.31,wavecrash,360.0,1.09,0
17,surf,135.0,0.571,surf,135.0,1.0,0
13,scald,60.0,0.569,scald,60.0,1.0,0
9,fireblast,165.0,0.91,bravebird,180.0,1.09,0
16,dynamaxcannon,150.0,0.76,dynamaxcannon,150.0,1.0,0
10,overheat,390.0,0.927,overheat,390.0,1.0,0
14,scald,60.0,0.574,scald,60.0,1.0,0
10,fireblast,165.0,0.932,bravebird,180.0,1.09,0
14,knockoff,130.0,0.771,fireblast,165.0,1.27,0
3,liquidation,255.0,0.319,liquidation,255.0,1.0,0
18,bodyslam,127.5,0.771,bodyslam,127.5,1.0,0
7,swordsdance,0.0,0.623,playrough,135.0,,1
8,moonblast,71.2,0.125,moonblast,71.2,1.0,0
10,supercellslam,150.0,0.37,highhorsepower,190.0,1.27,0
15,scald,60.0,0.592,scald,60.0,1.0,0
17,closecombat,240.0,0.991,closecombat,240.0,1.0,0
8,swordsdance,0.0,0.601,playrough,135.0,,1
9,earthpower,180.0,0.467,earthpower,180.0,1.0,0
19,bodyslam,127.5,0.551,bodyslam,127.5,1.0,0
11,earthquake,300.0,0.996,earthquake,300.0,1.0,0
15,suckerpunch,210.0,0.956,suckerpunch,210.0,1.0,0
11,uturn,140.0,0.712,uturn,140.0,1.0,0
4,liquidation,63.8,0.337,closecombat,120.0,1.88,1
9,swordsdance,0.0,0.499,playrough,135.0,,1
20,bodyslam,127.5,0.583,bodyslam,127.5,1.0,0
16,flipturn,90.0,0.944,scald,120.0,1.33,0
11,overheat,260.0,0.939,overheat,260.0,1.0,0
1,focusblast,120.0,0.34,psyshock,120.0,1.0,0
16,suckerpunch,210.0,0.888,suckerpunch,210.0,1.0,0
10,moonblast,71.2,0.537,moonblast,71.2,1.0,0
5,psyshock,240.0,0.665,psyshock,240.0,1.0,0
12,waterpulse,45.0,0.573,dragonpulse,85.0,1.89,1
10,swordsdance,0.0,0.475,playrough,135.0,,1
17,suckerpunch,105.0,0.996,suckerpunch,105.0,1.0,0
12,bodypress,80.0,0.681,stoneedge,150.0,1.88,1
1,sleeptalk,0.0,0.195,scald,120.0,,1
11,moonblast,71.2,0.536,moonblast,71.2,1.0,0
12,overheat,260.0,0.989,overheat,260.0,1.0,0
17,hypervoice,90.0,0.964,hypervoice,90.0,1.0,0
3,closecombat,180.0,0.913,closecombat,180.0,1.0,0
2,sleeptalk,0.0,0.625,scald,80.0,,1
13,stoneedge,150.0,0.394,stoneedge,150.0,1.0,0
13,uturn,140.0,0.915,uturn,140.0,1.0,0
13,overheat,260.0,0.988,overheat,260.0,1.0,0
11,bodypress,160.0,0.485,bodypress,160.0,1.0,0
3,sleeptalk,0.0,0.648,scald,80.0,,1
14,curse,0.0,0.448,stoneedge,150.0,,1
12,voltswitch,70.0,0.425,leafstorm,97.5,1.39,0
1,moonblast,35.6,0.03,moonblast,35.6,1.0,0
7,dazzlinggleam,120.0,0.533,foulplay,190.0,1.58,1
18,hypervoice,90.0,0.972,hypervoice,90.0,1.0,0
4,closecombat,180.0,0.479,closecombat,180.0,1.0,0
14,overheat,260.0,0.986,overheat,260.0,1.0,0
4,sleeptalk,0.0,0.672,scald,80.0,,1
2,moonblast,23.8,0.196,moonblast,23.8,1.0,0
14,closecombat,180.0,0.895,closecombat,180.0,1.0,0
15,overheat,260.0,0.981,overheat,260.0,1.0,0
12,bodypress,160.0,0.804,bodypress,160.0,1.0,0
8,foulplay,190.0,0.512,foulplay,190.0,1.0,0
5,sleeptalk,0.0,0.695,scald,80.0,,1
19,hypervoice,90.0,0.963,hypervoice,90.0,1.0,0
13,earthquake,300.0,0.523,stoneedge,300.0,1.0,0
15,doubleedge,120.0,0.449,leafblade,135.0,1.12,0
3,outrage,180.0,0.322,outrage,180.0,1.0,0
16,overheat,260.0,0.973,overheat,260.0,1.0,0
13,bodypress,160.0,0.851,bodypress,160.0,1.0,0
5,stoneedge,300.0,0.521,stoneedge,300.0,1.0,0
6,sleeptalk,0.0,0.717,scald,80.0,,1
9,foulplay,190.0,0.554,foulplay,190.0,1.0,0
15,closecombat,90.0,0.852,closecombat,90.0,1.0,0
20,hypervoice,90.0,0.949,hypervoice,90.0,1.0,0
16,doubleedge,120.0,0.716,leafblade,135.0,1.12,0
6,stoneedge,300.0,0.561,stoneedge,300.0,1.0,0
10,foulplay,190.0,0.592,foulplay,190.0,1.0,0
7,sleeptalk,0.0,0.733,scald,80.0,,1
14,megahorn,120.0,0.543,megahorn,120.0,1.0,0
4,earthquake,600.0,0.998,earthquake,600.0,1.0,0
17,voltswitch,210.0,0.841,supercellslam,300.0,1.43,0
14,hydropump,165.0,0.511,hydropump,165.0,1.0,0
1,gunkshot,360.0,0.047,gunkshot,360.0,1.0,0
17,swordsdance,0.0,0.731,doubleedge,120.0,,1
7,highhorsepower,190.0,0.853,highhorsepower,190.0,1.0,0
5,icebeam,180.0,0.642,icebeam,180.0,1.0,0
11,liquidation,127.5,0.963,liquidation,127.5,1.0,0
15,liquidation,127.5,0.474,hydropump,165.0,1.29,0
2,gunkshot,240.0,0.903,gunkshot,240.0,1.0,0
8,hypervoice,135.0,0.726,focusblast,240.0,1.78,1
15,leafstorm,97.5,0.489,leafstorm,97.5,1.0,0
1,surf,45.0,0.025,volttackle,90.0,2.0,1
18,wavecrash,90.0,0.934,shadowball,240.0,2.67,1
16,liquidation,127.5,0.545,hydropump,165.0,1.29,0
3,gunkshot,240.0,0.921,gunkshot,240.0,1.0,0
9,hypervoice,135.0,0.646,focusblast,240.0,1.78,1
2,surf,67.5,0.406,surf,67.5,1.0,0
8,dazzlinggleam,120.0,0.257,dazzlinggleam,120.0,1.0,0
12,liquidation,63.8,0.88,liquidation,63.8,1.0,0
6,fireblast,220.0,0.79,gunkshot,360.0,1.64,1
4,gunkshot,240.0,0.929,gunkshot,240.0,1.0,0
1,drainpunch,112.5,0.038,drainpunch,112.5,1.0,0
9,crunch,60.0,0.071,crunch,60.0,1.0,0
17,liquidation,127.5,0.574,hydropump,165.0,1.29,0
19,voltswitch,210.0,0.789,supercellslam,300.0,1.43,0
3,closecombat,240.0,0.933,closecombat,240.0,1.0,0
7,fireblast,220.0,0.779,gunkshot,360.0,1.64,1
5,gunkshot,240.0,0.91,gunkshot,240.0,1.0,0
10,dazzlinggleam,120.0,0.399,dazzlinggleam,120.0,1.0,0
2,ragefist,50.0,0.758,drainpunch,75.0,1.5,0
10,hypervoice,135.0,0.477,hypervoice,135.0,1.0,0
13,sludgebomb,90.0,0.779,darkpulse,120.0,1.33,0
4,closecombat,240.0,0.873,closecombat,240.0,1.0,0
8,gunkshot,180.0,0.212,gunkshot,180.0,1.0,0
3,ragefist,50.0,0.534,drainpunch,75.0,1.5,0
1,knockoff,97.5,0.063,bravebird,180.0,1.85,1
11,airslash,225.0,0.987,airslash,225.0,1.0,0
18,earthquake,300.0,0.913,earthquake,300.0,1.0,0
20,knockoff,195.0,0.794,knockoff,195.0,1.0,0
14,sludgebomb,90.0,0.77,darkpulse,120.0,1.33,0
11,stompingtantrum,150.0,0.93,stompingtantrum,150.0,1.0,0
2,knockoff,65.0,0.654,bravebird,120.0,1.85,1
6,poltergeist,165.0,0.89,poltergeist,165.0,1.0,0
9,shadowball,120.0,0.42,malignantchain,150.0,1.25,0
15,darkpulse,120.0,0.423,darkpulse,120.0,1.0,0
4,earthquake,100.0,0.55,earthquake,100.0,1.0,0
5,closecombat,120.0,0.877,closecombat,120.0,1.0,0
12,stompingtantrum,150.0,0.878,stompingtantrum,150.0,1.0,0
3,knockoff,65.0,0.916,bravebird,120.0,1.85,1
12,airslash,112.5,0.666,airslash,112.5,1.0,0
5,earthquake,100.0,0.46,earthquake,100.0,1.0,0
1,razorshell,112.5,0.023,razorshell,112.5,1.0,0
7,poltergeist,82.5,0.052,poltergeist,82.5,1.0,0
